,Codigo,Tipo error,Descripcion,I.Industrial,I.La Serena,I.Matriz,I.Bodega,Ult. fecha compra,Ult.fecha venta
1448,00005546,Letras y numeros,P 916/6x,,,N,,,19/03/2018
1449,00005547,Letras y numeros,P 916/7x,,,,,,
1450,00005548,Letras y numeros,P 917/20x,,,N,,,06/10/2017
1451,00005551,Letras y numeros,P 921/2x,,,,,,
1452,00005552,Letras y numeros,P 923/1x,,,,,,
1453,00005553,Letras y numeros,P 926,,,,,,
1454,00005554,Letras y numeros,P 932x,,,,,,
1455,00005555,Letras y numeros,P 934,,,,,,
1456,00005556,Letras y numeros,P 935,,,,,,
1457,00005557,Letras y numeros,P 936x,,,,,,
1458,00005558,Letras y numeros,P 937x,,,,,,
1459,00005559,Letras y numeros,P 938x,,N,,,,27/08/2014
1460,00005560,Letras y numeros,P 939/1x,,,,,,
1461,00005562,Letras y numeros,P 940x,,,,,,
1462,00005564,Letras y numeros,P 947,,,,,,
1463,00005565,Letras y numeros,P 948/1,,,,,,
1464,00005567,Letras y numeros,P 950/10x,,N,,,,
1465,00005568,Letras y numeros,P 950x,,,,,,
1466,00005569,Letras y numeros,P 1012x,,,,S,,
1467,00005570,Letras y numeros,P 1015f,,,,,,
1468,00005571,Letras y numeros,P 1015n,,,,,,
1469,00005572,Letras y numeros,P 1015x,,,,,,
1470,00005573,Letras y numeros,P 1018/1,,,,,,
1471,00005574,Letras y numeros,P 1025/1x,,,N,,,24/08/2021
1472,00005575,Letras y numeros,P 1025f,,,N,,,09/04/2013
1473,00005576,Letras y numeros,P 1025n,,,,,,
1474,00005578,Letras y numeros,P 1036,,,,,,
1475,00005579,Letras y numeros,P 1044,,,,,,
1476,00005580,Letras y numeros,P 1075,,,,,,
1477,00005581,Letras y numeros,P 1113,,,,,,
1478,00005582,Letras y numeros,P 1130,,,,,,
1479,00005585,Letras y numeros,P 1149,,,,,,
1480,00005586,Letras y numeros,P 1163,,,,,,
1481,00005587,Letras y numeros,P 1165,,,,,,
1482,00005588,Letras y numeros,P 1167,,,,,,
1483,00005591,Letras y numeros,P 1193x,,,N,,,03/03/2018
1484,00005592,Letras y numeros,P 1198,,,,,,
1485,00005593,Letras y numeros,P 1271n,,,,,,
1486,00005594,Letras y numeros,P 1271x,,,,,,
1487,00005595,Letras y numeros,P 1279,,,,S,,
1488,00005596,Letras y numeros,P 1478,,,,,,
1489,00005597,Letras y numeros,P 1478/10,,,,,,
1490,00005598,Letras y numeros,P 1511,,,,,,
1491,00005599,Letras y numeros,P 1517,,,,,,
1492,00005600,Letras y numeros,P 1535/1,,,,,,
1493,00005601,Letras y numeros,P 1535n,,,,,,
1494,00005602,Letras y numeros,P 1545,,,,,,
1495,00005603,Letras y numeros,P 1548,,,,,,
1496,00005604,Letras y numeros,P 1558,,,,,,
1497,00005605,Letras y numeros,P 1564,,,,,,
1498,00005606,Letras y numeros,P 1587,,,,,,
1499,00005607,Letras y numeros,P 11102x,,,,,,
1500,00005608,Letras y numeros,P 10113,,,,,,
1501,00005609,Letras y numeros,P 10120,,,,,,
1502,00005610,Letras y numeros,P 13132,,,,,,
1503,00005611,Letras y numeros,P 14149,,,,,,
1504,00005612,Letras y numeros,P 15140,,,,,,
1505,00005613,Letras y numeros,P 15150x,,,,,,
1506,00005614,Letras y numeros,P 15222,,,,,,
1507,00005615,Letras y numeros,P 15323,,,,,,
