Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
00081263,JGO DADOS 17PZ AISLADOS FORCE (3173N)             ,14/07/2017,14/07/2017,,N,,
00081267,DADO 1/2 8MM AISLADO 1000V FRIEDRICH              ,,,,,,
00081268,DADO 1/2 9MM AISLADO1000V FRIEDRICH               ,,,,,,
00081269,DADO 1/2 10MM AISLADO 1000V FRIEDRICH             ,,,,,,
00081270,DADO 1/2 11MM  AISLADO 1000V FRIEDRICH            ,,,,,,
00081271,DADO 1/2 12MM AISLADO 1000V FRIEDRICH             ,,,,,,
00081272,DADO 1/2 13MM AISLADO 1000V FRIEDRICH             ,,,,,,
00081273,DADO 1/2 14MM AISLADO 1000V FRIDRICH              ,,,,,,
00081292,PRENSA PARALELA 4/0-300 AWG 180.3                 ,,,,,,
00081293,PRENSA PARALELA 2-2  180.2                        ,,,,,,
00081295,TEMFLEX 2000 NEGRA 19MMX20MMX7MIL EX-710          ,,,,,,
00081299,EXTENSION 1/2 X 125MM AISLADA 1000V FRIDRICH      ,,,,,,
00081300,DADO 1/2 15MM AISLADO1000V FRIDRICH               ,,,,,,
00081301,BORNE CONEX MK16 2.5/16MMª GRIS                   ,,,,,,
00081302,DADO 1/2 16MM AISLADO 1000V FRIDRICH              ,,,,,,
00081303,BORNE CONEX MK10 1.5/10MMª GRIS                   ,,,,,,
00081304,BORNE CONEX MK6 0.5/6MMª GRIS                     ,,,,,,
00081305,BORNE CONEX MK4 0.5/4MMª GRIS                     ,,,,,,
00081306,DADO 1/2 17MM AISLADO 1000V FRIDRICH              ,,,,,,
00081307,BORNE CONEX MK2.5 0.5/2.5MMª GRIS                 ,,,,,,
00081308,DADO 1/2 18MM AISLADO 1000V FRIEDRICH             ,,,,,,
00081309,EQ.ESTANCO 2X36W B/ELECTRON LUZ DIA EKOL          ,,,,,,
00081311,CAJA A-11 C/TAPA Y EMP ELECT GALV  EKOL           ,,,,,,
00081312,CABLE DESNUDO BLANDO #4/0 AWG 19HEBRAS            ,,,,,,
00081314,DADO 1/2  19MM AISLADA 1000V FRIEDRICH            ,,,,,,
00081322,JGO HERRAMIENTAS 42PZ 1000V FRIEDRICH             ,,,,,,
00081323,BLOQUEO DE BREAKER ELECT AMARILLO 13MM            ,,,,,,
00081324,BLOQUEO DE BREAKER ALECT VERDE 11MM               ,,,,,,
00081325,BLOQUEO BREAKER ELECT AZUL 16MM                   ,,,,,,
00081336,GRILLETE T/LIRA G209 P/ATORNILLADO CERT           ,,,,,,
00081337,"GRILLETE T/LIRA 2"" G209 P/ATORNILL CERT           ",,,,,,
00081338,"GRILLETE T/LIRA 3"" G209 P/ATORNILL CERT           ",,,,,,
00081339,PINO BRUTO 4 X 4 X 3.20                           ,03/07/2017,27/08/2021,,N,,
00081341,PLANCHA ACERO 1 X 3 X 1/2                         ,24/07/2017,24/07/2017,,N,,
00081342,MALLA GALV. 1 X 2 X 3.4 MM                        ,,,,,,
00081343,MALLA GALV 1 X 2  X 3.4 MM                        ,25/07/2017,24/07/2017,,N,,
00081345,PL ACRILICO 140 X 200 MM                          ,31/07/2017,31/07/2017,,N,,
00081349,FILTRO PETROLEO 26560201 ORIGINAL                 ,,,,,,
00081351,ASIENTO TRACTOR UNIV S/CODERAS                    ,,,,,,
00081352,"MANGUERA AIRE-AGUA 300PSI 1""                      ",,,,,,
00081373,IMPRESORA MULTIFUNCIONAL LASER MONO DUPLEX WIFI 30,19/05/2022,,S,N,,
00081374,PROBADOR BAT. DIGITAL C/IMPRESORA BT-501          ,,,,,,
00081375,SERVIDOR PROLIANT ML110 G9 E5-2603V4              ,,,,N,N,
00081376,ACEITE VALVOLINE NUTO 32 19LT                     ,04/07/2017,09/10/2018,,,N,
00081382,BARNIZ CAOBA GALON                                ,18/10/2022,18/10/2022,S,N,,
00081390,CALOTA S/P 2-4 M BT4 BLCA                         ,,,,,,
00081401,ANTIPARRA EVEREST GRIS-CLARO-AMBAR STELLPRO       ,,,,,,
00081408,OLEO BRILL.CP-70 ROJO COLONIAL GALON              ,19/07/2017,18/07/2017,,N,,
00081409,LATEX CP-70 BLANCO TINETA                         ,05/02/2022,08/02/2022,S,N,,
00081410,NEUMATICO T22X1100-9  C9209 2PR                   ,,,,,,
00081411,NEUMATICO 23.5 X 800-11TR  C832 2PR               ,,,,,,
00081419,"UNION STORZ MACHO BSP 2""                          ",,,,,,
00081420,"UNION STORZ ESPIGA 2""                             ",,,,,,
00081458,TOMA TIERRA 300AMP  BLISTER                       ,,,,,,
00081464,PLANCHA TERCIADO 18MM                             ,06/07/2017,07/07/2017,,N,,
00081466,TRIAC ST 230V/1600 W LEISTER                      ,,,,,,
00081467,TRIAC AT 230V/1600 W LEISTER                      ,,,,,,
00081468,BOQUILLA TUBULAR 5MM  LEISTER                     ,,,,,,
00081469,BOQUILLA SOLDADURA 5MM R LEISTER                  ,,,,,,
00081470,BOQUILLA PUNTEADO LEISTER                         ,,,,,,
00081475,BOQUILLA RANURA ANCHA 40MM LEISTER                ,,,,,,
00081477,LAMPARA MINERA LED INALAMB. KL2.5LM               ,,,,,,
00081486,PERNO TENSION  1/2 X 2 1/2  ASTM F3125            ,,,,,,
00081487,TUERCA HEX 3/4 AISI 316                           ,08/07/2017,08/07/2017,,N,,
00081488,PERNO TESION 3/4 X 2 1/2 GR F1852                 ,08/07/2017,08/07/2017,,N,,
00081495,"PIE METRO DIGITAL 8"" 200MM MITUTOYO               ",,,,,,
00081496,RODAMIENTO 32020 KOYO                             ,07/07/2017,20/10/2017,,N,,
00081497,RETEN 100X130X13                                  ,08/07/2017,,,N,,
00081498,MANIOBRA 4 RAMALES 5/16X6 MTS  5200KG             ,18/07/2017,18/07/2017,,N,S,
00081499,TAPAGORRO GALV HE 1 1/2                           ,,,,,,
00081500,TAPAGORRO GALV HE 2''                             ,,,,,,
00081511,TUBO CONDUIT C-III  20 X 6MTS                     ,11/08/2021,19/08/2021,S,N,,
00081518,BATERIA 70AMP BOSCH DIN-LN3-STAR-STOCK-SYSTEM     ,07/07/2017,07/07/2017,,N,,
00081525,FILTRO ACEITE P550406 (B7045)                     ,19/07/2017,,,N,,
00081527,IGOL PRIMER SIKA 16LT TINETA                      ,08/07/2017,10/07/2017,,N,,
00081528,CARBOLINEO NEGRO GALON                            ,08/07/2017,10/07/2017,,N,,
00081531,FILTRO PA 4824 BALDWIN  (C 116 MANN)              ,18/10/2017,20/10/2017,,N,,
00081532,CARBOLINEO GRANEL TAMBOR 200 LTS                  ,07/12/2017,07/12/2017,,N,,
00081533,RETEN 100X120X13                                  ,,,,,,
00081536,CONTACTOR DMC32B 25A BOB 220V 11KW                ,19/07/2017,21/07/2017,,N,,
00081537,"VALVULA BOLA 1.1/4 ""                              ",14/07/2017,13/07/2017,,N,,
00081551,DISCO EMBRAGUE 250 MM 24 EST G.WALL WINGLE 5 2.0 0,17/12/2019,23/12/2019,,S,S,S
00081552,RETEN 110X130X12                                  ,,20/10/2017,,N,,
00081553,RETEN 100X120X13                                  ,,20/10/2017,,N,,
00081559,LUBRICANTE VINILIT 500CC                          ,21/06/2019,21/06/2019,,N,,
00081560,SIKA FORM METAL 16K TINETA                        ,,,,,,
00081561,PINO SECO CEPILLADO 2X8 3.20 MTS                  ,,,,,,
00081565,FILTRO KC-127                                     ,,11/07/2017,,N,,
00081566,FILTRO KC-491D                                    ,,11/07/2017,,N,,
00081567,FILTRO OX-562D                                    ,03/08/2017,14/08/2017,,N,,
00081575,PERNO PARKER CAB PLANA 3/4 X 2.1/2 G10.9          ,,,,N,,
00081579,PERNO HEX G5 NC 1X11                              ,,,,,,
00081580,NIPLE INOX316  CL150NPT 1.1/4                     ,,,,,,
00081582,PARKER CAB PL 12X 50  P 1.75  GR 10.9             ,25/07/2017,12/03/2019,,N,,
00081584,LLAVE PASO SO SO 3/4                              ,21/10/2021,26/11/2021,S,N,,
00081589,BARRA CLOSET 1.8 BLANCA                           ,17/07/2017,18/07/2017,,N,,
00081590,SOPORTE BARRA REDONDO                             ,17/07/2017,18/07/2017,,N,,
00081591,MONOMANDO DUCHA CINCINNATI                        ,17/07/2017,10/12/2018,,N,,
00081592,COMBINACION DUCHA PLUMBER                         ,17/07/2017,18/07/2017,,N,,
00081609,ANTIPARRA  SEG ONE CLARO STELLPRO                 ,22/07/2017,26/07/2017,,N,,
00081610,GOLILLA PLANA A-436  1/2                          ,07/05/2022,24/01/2023,S,N,,N
00081611,"PUMON FRENO 7"" DOBLE MEMBRANA                     ",12/07/2017,,,,,
00081614,DESCANSO 205  KOYO                                ,,,,,,
00081615,DESCANSO 206 KOYO                                 ,,,,,,
00081616,MOCHILA ENROUTE TRIUMPH                           ,13/07/2017,,,N,,
00081627,BATERIA 135 AMP BOSCH 394DLTMF                    ,,,,,,
00081628,APILADOR MANUAL 1500KG  1.6 MTS SFH1516           ,26/07/2017,26/07/2017,,N,,
00081629,VALVULA ANTIRRET LLAMA SOPLETE (02)23A            ,05/05/2020,07/05/2020,,N,,
00081630,VALVULA  ANTIRRET LLAMA SOPLETE (C2H              ,05/05/2020,07/05/2020,,N,,
00081631,BATERIA 95 AMP BOSCH 39S595D-T                    ,,,,,,
00081645,IMPRESORA MULTIFUNCIONAL LASER BROTHER DCP-1602   ,11/11/2020,,S,,,
00081648,JUEGO CADENA NIEVE 295-70-R22.5 DOBLE PAR         ,,,,,,
00081653,PLETINA 75X8MM 6MT                                ,23/01/2018,23/01/2018,,N,,
00081656,PERNO PARKER 12 X 25 1.75 GR 12.9                 ,22/07/2017,14/10/2021,,N,,
00081657,PERNO PARKER 12 X 35  1.75 GR 12.9                ,20/05/2022,31/05/2022,S,N,,N
00081658,PERNO PARKER 12 X 45 1.75 GR 12.9                 ,17/02/2022,28/10/2021,S,N,,N
00081659,MALLA GALV. 1X2MT CG5050                          ,24/07/2017,28/07/2017,,N,,
00081710,"LUBRICADOR DE LINEA 1"" DIXON                      ",09/11/2018,08/11/2018,,N,,
00081735,EQUIPO TORCHAR PROFAX 1200 INDURA                 ,,,,,,
00081737,BOMBA ACEITE HYUNDAI H1 EURO5 2012                ,,,,,,
00081767,TERMINAL PTV 2-13 16-14AWG PUNTA                  ,09/08/2017,10/08/2017,,N,,
00081768,TERMINAL PTV 5.5-13 12-10AWG  PUNTA               ,09/08/2017,10/08/2017,,N,,
00081769,TERMINAL PIN PTV 1.25-13  22-16AWG PUNTA          ,09/08/2017,10/08/2017,,N,,
00081770,CONECTOR BV 5.5  12-10AWG MANGUITO                ,09/08/2017,10/08/2017,,N,,
00081771,CONECTOR BV2  16-14AWG MANGUITO                   ,09/08/2017,10/08/2017,,N,,
00081772,CONECTOR BV 1.25  22-16AWG  MANGUITO              ,09/08/2017,10/08/2017,,N,,
00081773,TERMINAL RVL 2-5  16-14AWG OJO                    ,09/08/2017,10/08/2017,,N,,
00081774,TERMINAL RV1.25-5  22-16AWG  OJO                  ,09/08/2017,10/08/2017,,N,,
00081775,TERMINAL RV 5.5-5  12-10AWG OJO                   ,09/08/2017,10/08/2017,,N,,
00081776,TERMINAL MDD 2-187  16-14AWG MACHO                ,09/08/2017,10/08/2017,,N,,
00081777,TERMINAL FDD 2-187  16-14AWG HEMBRA MED AISL      ,09/08/2017,10/08/2017,,N,,
00081778,TERMINAL MDD 5.5-250 12-10AWG MACHO AISL          ,09/08/2017,10/08/2017,,N,,
00081779,TERMINAL FDD 5.5-250 12-10AWG HEMBRA AISL         ,09/08/2017,10/08/2017,,N,,
00081780,TERMINAL MDD 1.25-250  22-16AWG MACHO AISL        ,09/08/2017,10/08/2017,,N,S,
00081781,TERMINAL FDD 1.25-205  22-16AWG HEMBRA AISL       ,09/08/2017,10/08/2017,,N,,
00081806,TACHAS REFLECTANTE PRISMALUX                      ,,,,,,
00081807,KIT PEGAMENTO EPOXICO NAC  10K                    ,,,,,,
00081812,RETEN 78X100X13                                   ,,,,,,
00081814,RODAMIENTO 30212 KML                              ,,,,,,
00081827,CORREA LISA C-122                                 ,,,,,,
00081828,LIMPIADOR SPRAY LOCTITE  7063                     ,,,,,,
00081830,REMOVEDOR LOCTITE  7200                           ,,,,,,
00081831,AMP T2 FULL 11 WATT ESPIRAL LUS FRÍA              ,,,,,,
00081833,BARA COLIGUE 4MT                                  ,17/10/2019,18/10/2019,,N,,
00081838,EMBUDO HOJALATA 1.2L 160MM PRESOL                 ,14/08/2017,09/08/2017,,N,,
00081843,PERNO HEX 36X120 MM G8.8 P-4                      ,14/08/2021,09/12/2021,S,N,,N
00081844,PERNO HEX 36X120 MM G10.9 P-4                     ,28/07/2022,10/02/2023,S,N,,
00081845,TUERCA HEX SEG 36-4 C8 ZN                         ,28/07/2022,10/02/2023,S,N,,
00081847,PERNO HEX 1 3/16 X 4 3/4  GR 10.9                 ,,,,,,
00081848,TUERCA HEX 1 3/16  GR 10.9                        ,,,,,,
00081849,GOLILLA PLANA 1 3/16  F436                        ,,,,,,
00081854,ALAMBRE MIG INDURA 70S-6 1.2X 15 SS               ,,,,,,
00081859,CABLE SUPER FLEX -MULTIFLEX 4X6                   ,13/05/2019,11/05/2019,,N,,
00081864,BOQUILLA BIDON RIGIDA PRESSOL 20LTS               ,01/08/2017,03/08/2017,,N,,
00081869,TEE PVC PRES CEM 50X50                            ,,,,,,
00081870,VALVULA BOLA 50MM                                 ,,,,,,
00081871,ASPIRADORA POLVO Y AGUA 53LTS RIDGID              ,27/07/2017,27/07/2017,,N,,
00081872,FILTRO POLVO 2 ETAPA VF5001                       ,27/07/2017,27/07/2017,,N,,
00081875,KIT PORTON ELÉCTRICO 1500 KGS                     ,27/07/2017,28/07/2017,,N,N,
00081878,FUSIBLE 175 AMP BAJO VOLTAJE                      ,26/07/2017,29/06/2021,,N,,
00081880,LLAVEROS COLORES                                  ,05/10/2021,08/10/2021,S,N,,
00081881,CUERDA ELASTICA NEGRA 8MM                         ,04/08/2017,04/08/2017,,N,,
00081886,HITO VIAL PVC 83CM 1CINTA NARANJO SEH83AB1C       ,,,,,,
00081888,FILTRO PRIMARIO P-181043                          ,,,,,,
00081889,FILTRO SEGUNDARIO P-124860                        ,,,,,,
00081908,MARCO CAMARA CUADRADO                             ,,,,,,
00081909,TAPA CAMARA REFORZADA 60X60 CMS                   ,22/02/2018,19/02/2018,,N,,
00081910,MARCO CAMARA CUADRADO REFORZADO                   ,,,,,,
00081914,PERFIL CUADRADO 150X150X5MM 6MT                   ,,,,,,
00081915,ROD 6312 KML                                      ,,15/05/2019,,N,,
00081916,ROD 6312 KOYO                                     ,,,,,,
00081919,"ABRAZADERA F/F 2 PERNOS SL 1/2"" ( 22-29 )         ",22/04/2019,24/04/2019,,N,,
00081925,HERVIDOR PHILLPS HD 9321                          ,,,,,,
00081926,HERVIDOR SOMELA HE 300 PLASTICO                   ,05/08/2017,07/08/2017,,N,,
00081941,JGO PUNTAS ATOR 32 PZA TACTIX                     ,29/08/2017,01/09/2017,,N,,
00081944,PERNO HEX 20 X 80 A-490 GALV+TUERCA+GOL PR        ,,,,,,
00081945,PERNO HEX 30 X 80 A-490 GALV +TUERCA +GOL PL+PR   ,,,,,,
00081946,PERNO HEX 20 X 115 A-490 GALV +TUERCA+GOL PL+PR   ,,,,,,
00081947,PERNO HEX 30 X 80 A-490 GALV +TUERCA +GOL PR      ,,,,,,
00081948,PERNO HEX 20 X 50 A-490 GALV +TUERCA+GOL PL+PR    ,,,,,,
00081954,FIERRO CONSTRUCCION 6MM                           ,,,,,,
00081956,BLOQUE CEMENTO 15X20X40                           ,12/10/2017,12/10/2017,,N,,
00081957,SEÑALETICA EXTERIOR EXTINTOR                      ,10/08/2017,10/08/2017,,N,,
00081958,GOLILLA PLANA AC1020  29X51X6MM                   ,,,,,,
00081972,LLAVE PTA CORONA -CHICHARRA 19 MM PROTO           ,01/09/2017,01/09/2017,,N,,
00081973,LLAVE PTA CORONA-CHICHARRA 24 MM PROTO            ,01/09/2017,01/09/2017,,N,,
00081974,JGO PUNTAS IMBUS 5-12 LARGAS -CORTAS              ,,,,,,
00081976,CONECTOR 9771509  KEMPPI  (3004746)               ,,,,,,
00081979,BOBINA ALT. 25/30SI 24V                           ,,27/02/2020,,N,,
00081983,MANIOBRA 4 RAMALES 3/8 X 6 MTS  8300KG            ,,,,,,
00081984,TERMOSTATO TRACTOR MYF                            ,08/08/2017,09/08/2017,,N,,
00081985,CODO GALV A-234 SCH 40 1 1/4                      ,04/10/2017,05/10/2017,,N,,
00081988,JGO TENSORES CADENA NIEVE CAMION (PAR)            ,14/04/2021,05/04/2021,S,N,N,
00081989,CANCAMO ABIERTO ACERO BRONCEADO 2                 ,,,,,,
00081990,CANCAMO ABIERTO AC.ZINCADO 4.1/8 6.3M             ,,,,,,
00081993,"CANCAMO CERRADO ZINC 3/8X4.1/2""                   ",02/08/2017,29/10/2019,,N,,
00081995,PINO 4X4 INSIGNE 4MTS                             ,,,,,,
00082002,REPARACIÓN WINCHE 12V TABOR 9K                    ,,,,,,
00082007,PERNO HEX MM 20 X 230 G 8.8  P 2.5                ,,,,,,
00082011,ENCHUFE DINCE HEMBRA                              ,27/05/2021,08/04/2022,S,N,N,
00082012,JGO PUNTAS INDUSTRIALES 7 PZS FELO                ,,,,,,
00082013,CONVERSOR 12V A 220V 4000 WATT                    ,,,,,,
00082014,TUBO GALV 7/8 X 6 MTS X 2MM                       ,,,,,,
00082021,VALVULA ADMISION 15/16 ESTANQUE                   ,23/08/2022,25/08/2022,S,N,,
00082049,TORNILLO MADERA 5X70 AGLOM CAB PLANA RAN PH 144 UN,04/08/2017,05/08/2017,,N,,
00082053,GOLILLA PLANA F436  1.1/2                         ,29/11/2022,29/11/2022,S,N,N,N
00082061,FAROL MURO 1 LUZ NEGRO                            ,17/08/2017,14/08/2017,,N,,
00082062,"TUERCA HEX G5 2"" P4.5                             ",,,,,,
00082063,"PERNO U C/FLANCHE 1/4"" X 2 3/4"" X 1 1/8""          ",10/08/2017,21/08/2017,,N,,
00082065,PEGAMENTO VINILIT 250CC                           ,29/09/2017,28/09/2017,,N,,
00082075,NEU TRACTOR 14.9X24 8T STARMAXX                   ,,,,,,
00082076,NEU 420/70 R24 STARMAXX                           ,,,,,,
00082081,SALIDA TERRENO SCANERA CAMIÓN                     ,,10/08/2017,,N,,
00082088,PERNO HEX 8 X 30MM G10.9  P1.25                   ,,,,,,
00082093,TENSOR WIS 260 P/ZUNCHO INOX (3/8-1/2-5/8-3/4)    ,20/04/2021,20/04/2021,S,N,,
00082096,SEMAFORO NX-200P LUCES 200 MM                     ,,,,,,
00082097,SEMAFORO NX-100P'                                 ,,,,,,
00082098,SEMAFORO NX-100 LUCES 100MM METALICO              ,,,,,,
00082099,SEMAFORO NX-100-2-WDMA METALICO                   ,,,,,,
00082106,NEU 28-9 15 7.00 MACIZO RES330 SOLID              ,,,,,,
00082107,NEU 28-9 15 14PR SET HAULER WID SOLID             ,,,,,,
00082108,NEU 28-9 15 14PR SET ED ECONOMATIC                ,28/12/2017,28/12/2017,,N,,
00082110,NEU  650 10 5.00 MAGNUM RES550 SOLIDEAL           ,,,,,,
00082111,NEU 650 10 5.00 MACIZO ECOSOLID                   ,,,,,,
00082112,NEU 650 10 10PR SET ED-SD ECOMATIC                ,,,,,,
00082128,PLACA DIODO GA1304                                ,11/08/2017,27/07/2019,,N,,
00082130,RACARGA EXTINTOR CO2 13.8 (5 KGS)                 ,,,,,,
00082131,CORREA SPC2240 ROFLEX                             ,,,,,,
00082144,PERNO HEX 5/8 X 2 G-2 GALV.                       ,,,,,,
00082151,CARGADOR PARTIDOR CLASS 400E                      ,11/10/2017,11/10/2017,,N,,
00082157,PERNO HEX 5/8 X 5 G2 GALV                         ,12/12/2019,15/12/2022,,N,,
00082159,PERNO HEX 5/8 X 7 G2 GALV                         ,29/08/2018,12/12/2019,,N,,
00082165,"PRENSA CADENA 1/8 A 4"" 400 SUPER EGO              ",21/08/2017,21/08/2017,,N,,
00082170,MARTILLO DE FIBRA 25MM PROTO                      ,,,,,,
00082172,NEU 10.0/75 X 15.3 14PR TL ARMOUR                 ,31/12/2019,02/01/2020,,N,,
00082186,TEMPORIZADOR URINARIO 1/2                         ,,,,,,
00082193,ARNES TIPO PARACAIDAS NYLON C/CABO SEGURIDAD      ,,,,,,
00082194,"LLAVE CADENA C12 CAÑERIA 2""                       ",,,,,,
00082210,REG. ISKRA 24V                                    ,,,,,,
00082214,JGO ANILLOS STD CX7                               ,,,,,,
00082215,EMPAQ CULATA MAZDA CX7                            ,,,,,,
00082219,ESMALTE AGUA CP-70 BASE  GALON                    ,14/09/2021,22/09/2021,S,N,,
00082220,OLEO SEMIBRILLO CC-70 BASE  GALON                 ,27/11/2017,24/11/2017,,N,,
00082250,PINO IMPREGNADO 2X3 3.20 MTS                      ,28/10/2022,28/10/2022,S,N,,
00082252,LIMPIA CONTACTO NO IMFLAMABLE  340ML LOCTITE      ,29/08/2017,08/11/2022,,N,,
00082262,SILLA PLEGABLE BLANCA                             ,,,,,,
00082268,INT HORARIO (EX03753) 16A C/RES                   ,,,,,,
00082269,CAJA POLICARBONATO 270X170X86 LEGRAN              ,,,,,,
00082270,CAJA POLICARBONATO 180X140X86MM  LEGRAND          ,,,,,,
00082271,CABLE INSTRUMENTACION 3X16AWG  EKOLINE            ,,,,,,
00082272,BALLAST ELECT T8 2X36W PRE-HEAT VOSS              ,,,,,,
00082273,AMPOLLETA SODIO 250W  TUBULAR E-40 EKOLINE        ,,,,,,
00082275,PISTOLA TIG WP17V(RP)  INVEWELS1600 (1033308)     ,04/09/2017,04/09/2017,,N,,
00082277,CLAVOS DE COBRE 4' X KG                           ,24/08/2017,24/08/2017,,N,,
00082281,PLANCHA MELAMINA 1.83x2.50x15mm BLANCO            ,05/09/2020,07/09/2020,,N,,
00082282,TAPACANTO 21MM 25MTS  BLANCO                      ,25/09/2017,26/09/2017,,N,,
00082284,PINTURA TRAFICO VERDE OXIDO SIPA GALON            ,,,,,,
00082285,PINTURA TRAFICO BLANCA GALON                      ,,,,,,
00082296,"TENSOR OJO-OJO 1/2""X6"" HG-226 INDUSTRIAL GALV.    ",,,,,,
00082297,"TENSOR OJO-OJO 5/8""X6"" HG-226 INDUSTRIAL GALV.    ",,,,,,
00082299,PERNO HEX INOX 304 5/8X1.1/2                      ,15/01/2019,17/03/2021,,N,,
00082302,"EXTENSION IMPACTO 3/4 X8"" CROSSMAN                ",25/08/2017,28/08/2017,,N,,
00082316,CORTA CABLE C/CHICHARRA PARA CU & AL              ,28/05/2019,30/05/2019,,N,,
00082325,GRUA PLUMA 2TON  TP-02T ENDRESS                   ,,,,,,
00082336,NEU 11L 15 10PR TUB BHL-530 MRF3  CAMSO           ,02/06/2022,,,N,,
00082337,NEU 11L 15 10PR TUB F3 SOLIDEL                    ,,,,,,
00082338,NEU 11L 16 12PR TUB F3 SOLIDEL                    ,,,,,,
00082339,NEU 11L 16 12PR TUB BHL-530 MR F3 CAMSO           ,,,,,,
00082341,PERNO GALV 1/2 X 5                                ,,,,,,
00082348,SOL. ARRANQUE KUBOTA ORIGINAL                     ,01/09/2017,06/09/2017,,N,,
00082353,CARBON ESMERIL EBT-209                            ,02/03/2018,03/02/2020,,N,N,
00082354,CADENA PLASTICA BLANCA                            ,04/02/2021,06/05/2021,,N,,N
00082355,FILTRO AIRE RADIAL RS3992 (P778994)               ,,,,,,
00082357,PASTA MURO GLON  EXTERIOR                         ,22/04/2020,08/09/2017,,N,,
