Sucursal  : 0005 BARRIO INDUSTRIAL 00000001 dias compras : 10

Codigo,Cod.Proveedor,Descripcion Producto,familia,linea,Inventario,Rotacion,Dia ventas,Ventas,Stock Actual,stock Minimo,Stock Seguridad,Stock Maximo,Ventas Proyectadas,Pendientes en O/C.,Sugerida a Comprar,Precio Lista Proveedor,Total Compra,Proveedor,Proveedor Ultima compra,Fecha Ultima compra,Valor ultima compra,Fecha Ulima Venta,Valor ult.Venta
00000218,,LLAVE BUJIAS 13/16                                ,IMPORTACION,UYUSTOOLS,S,SIN ROTACION,180,1,8,1,.25,1.25,.2,0,0,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,,20220119,1801,20230123,3277
00000219,,LLAVE SACA FILTRO CADENA TW                       ,HERR.AUTOMOTRIZ,SACA FILTRO,S,SIN ROTACION,180,3,2,1,.25,1.25,.3,0,0,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,,20210802,2041,20230131,3714
00000220,,GOMA PISO ESTOPEROL 1.20 MTS (ROLLO 20 MTS)       ,GOMAS VARIAS,VARIAS,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,IMPORTADORA ORLEANS LTDA.,20210202,4928,20220630,6270
00000225,,PORTA FUSIBLE MUELA XC-512 AMARILLO               ,ELECTRICO,FUSIBLE,S,ALTA,180,32,0,1.24,.31,1.55,0,0,1,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,,20220411,544,20230110,992
00000226,,SOQUETE AMPOLLETA 9004 PLASTICO                   ,ACCESORIOS,SOQUETES ENCHFES AUTO,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,AVELLO E HIJOS LIMITADA,20210823,314,20221129,930
00000229,,ESPEJO UNIV REVERSIBLE SW202/KT1102 METAGOL       ,ART. SEGURIDAD VEHICULO,ESPEJOS UNIV,N,SIN ROTACION,180,0,10,0,0,0,0,0,0,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,,20221108,2790,20230127,4655
00000231,,LUNETA PANORAMICA 2"                              ,ACCESORIOS,ACC EXTERIOR,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,796,0,COM.HU Y TSAI LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20220729,901,20230127,1639
00000232,,LUNETA PANORAMICOS 3"                             ,ACCESORIOS,ACC EXTERIOR,S,SIN ROTACION,180,0,0,0,0,0,0,10,0,0,0,COM.HU Y TSAI LTDA.,,20220411,622,20230125,1134
00000234,,LUNETA PANORAMICO 4x5.1/2                         ,ACCESORIOS,ACC EXTERIOR,S,SIN ROTACION,180,4,0,1,.25,1.25,0,0,1,0,0,COM.HU Y TSAI LTDA.,,20221223,690,20230124,1849
00000235,,ANTENA TAPABARRO LARGA                            ,ACCESORIOS,ANTENAS,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220119,1157,20230119,2109
00000237,,ANTENA PILAR NEGRA                                ,ACCESORIOS,ANTENAS,S,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,COM.HU Y TSAI LTDA.,EDUARDO CRISTHIAN FERRI MASCIO,20221119,1850,20221125,2776
00000239,,FILTRO BENC W31/2 CHICO                           ,FILTROS,FILTROS COMBUSTIBLE OTROS,N,SIN ROTACION,180,0,10,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220119,471,20221215,857
00000241,,WK 66 NS V16 93/97                                ,FILTROS,WK - WDK,S,SIN ROTACION,180,2,6,1,.25,1.25,0,0,0,0,0,COM.HU Y TSAI LTDA.,COM.HU Y TSAI LTDA.,20200928,1128,20210526,2358
00000242,,WK 66 D21 DEUSIC                                  ,FILTROS,WK - WDK,S,SIN ROTACION,180,3,1,1,.25,1.25,0,0,0,0,0,COM.HU Y TSAI LTDA.,COM.HU Y TSAI LTDA.,20181009,1429,20220816,2761
00000244,,TAPA BENC 35MM C/LLAVE                            ,ACCESORIOS,TAPA BENC,S,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20220910,2930,20230116,5840
00000245,,TAPA BENC 37MM C/LLAVE GW004                      ,ACCESORIOS,TAPA BENC,S,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,COM.HU Y TSAI LTDA.,20140730,2232,20230117,4303
00000246,,TAPA BENC 38MM C/LLAVE GW005                      ,ACCESORIOS,TAPA BENC,S,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220730,4653,20230113,8462
00000248,,TAPA RADIADOR 4LBS GR GW 854 TW                   ,ACCESORIOS,TAPA RADIADOR,S,SIN ROTACION,180,1,6,1,.25,1.25,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20190628,943,20220831,1665
00000250,,TAPA RADIADOR GRANDE 9 LBS                        ,ACCESORIOS,TAPA RADIADOR,S,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,COM.HU Y TSAI LTDA.,,20220411,894,20230130,3529
00000251,,TAPA RAD 14 LBS CHICA LUV/DAI                     ,ACCESORIOS,TAPA RADIADOR,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220411,1236,20220816,2252
00000253,,SOQUETE 1 CONT PLASTICO                           ,ACCESORIOS,SOQUETES ENCHFES AUTO,S,SIN ROTACION,180,1,50,1,.25,1.25,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20221129,295,20230124,605
00000254,,SOQUETE 2 CONT PLASTICO                           ,ACCESORIOS,SOQUETES ENCHFES AUTO,S,SIN ROTACION,180,5,54,1,.25,1.25,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20221129,330,20230124,555
00000259,,SOQUETE AMPOLLETA T10 GM                          ,ACCESORIOS,SOQUETES ENCHFES AUTO,S,SIN ROTACION,180,5,0,1,.25,1.25,0,0,1,0,0,COM.HU Y TSAI LTDA.,IMPORTADORA AUTOTRUCK CENTER S.P.A,20221102,230,20230121,950
00000261,,SOQUETE AMPOLLETA T5 IMPRESO MINI                 ,ACCESORIOS,SOQUETES ENCHFES AUTO,S,SIN ROTACION,180,0,41,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,COM.HU Y TSAI LTDA.,20180723,91,20221121,178
00000263,,BUJIA NGK BP5ES                                   ,BUJIAS,NGK,S,SIN ROTACION,180,1,47,1,.25,1.25,.2,0,0,0,0,COM.HU Y TSAI LTDA.,MOVER LTDA.,20221215,990,20230131,1171
00000264,,BUJIA NGK BP6ES                                   ,BUJIAS,NGK,N,SIN ROTACION,180,0,11,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220330,850,20230123,1672
00000265,,BUJIA NGK BP6EFS                                  ,BUJIAS,NGK,N,SIN ROTACION,180,0,10,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20191004,694,20220719,1160
00000266,,BUJIA NGK BP6FS                                   ,BUJIAS,NGK,N,SIN ROTACION,180,0,10,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20151106,746,20221122,1318
00000268,,BUJIA NGK B6HS                                    ,BUJIAS,NGK,S,SIN ROTACION,180,0,3,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20160630,597,20220324,1112
00000271,,BUJIA NGK BM7A                                    ,BUJIAS,NGK,N,SIN ROTACION,180,0,19,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,MOVER LTDA.,20220927,950,20230131,1681
00000272,,BUJIA NGK D8EA                                    ,BUJIAS,NGK,N,SIN ROTACION,180,0,0,0,0,0,1.1,0,1,0,0,COM.HU Y TSAI LTDA.,MOVER LTDA.,20220927,950,20230110,1672
00000273,,BUJIA NGK BPR5ES                                  ,BUJIAS,NGK,S,SIN ROTACION,180,2,17,1,.25,1.25,.7,0,0,0,0,COM.HU Y TSAI LTDA.,MOVER LTDA.,20221215,990,20230131,1672
00000274,,BUJIA NGK BPR6ES                                  ,BUJIAS,NGK,S,SIN ROTACION,180,10,19,1,.25,1.25,.4,0,0,0,0,COM.HU Y TSAI LTDA.,MOVER LTDA.,20220927,990,20230131,1171
00000276,,BUJIA NGK BKR5E-11                                ,BUJIAS,NGK,N,SIN ROTACION,180,0,16,0,0,0,.9,0,0,0,0,COM.HU Y TSAI LTDA.,,20221026,890,20230131,1672
00000282,,JGO GOMAS PISO 4 PZAS 73X455CM 46X455CM NE      ,ACCESORIOS,PISOS JGO,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20210524,5800,20211019,8705
00000294,,CONDENSO 0.25 SC-158 DC                           ,ELECTRICO,CONDENSO,S,SIN ROTACION,180,0,4,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20200530,777,20210531,1443
00000295,,CONDENSO 0.22 SC-262 SUPER NISSAN                 ,ELECTRICO,CONDENSO,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20160726,1135,20220614,2761
00000298,,PINO AROMATICO PINO REAL (ROYAL PINE)             ,DESODORANTES,PINO AROMATICO,S,ALTA,180,22,27,1,.25,1.25,4.1,0,0,738,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230130,480.00,20230131,1345
00000299,,PINO AROMATICO LAVANDA (LAVENDER)                 ,DESODORANTES,PINO AROMATICO,S,SIN ROTACION,180,11,51,1,.25,1.25,1.1,0,0,738,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230130,480.00,20230131,1345
00000300,,PINO AROMATICO COCO (COCONUT)                     ,DESODORANTES,PINO AROMATICO,S,SIN ROTACION,180,4,35,1,.25,1.25,2.7,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20220622,423,20230127,840
00000301,,PINO AROMATICO VAINILLA (VANILLAROMA)             ,DESODORANTES,PINO AROMATICO,S,ALTA,180,42,7,1.63,.41,2.04,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20230124,443.00,20230131,840
00000302,,PINO AROMATICO FRUTILLA (STRAWBERRY)              ,DESODORANTES,PINO AROMATICO,S,ALTA,180,15,32,1,.25,1.25,2.4,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230124,443.00,20230130,840
00000303,,EMBOLO MP ND-493 VF                               ,ELECTRICO,VARIOS,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,AGENCIAS DEL PACIFICO SOC.COM. LTDA,20170202,3065,20211019,5416
00000304,,PINO AROMATICO MANZANA VERDE (GREEN APPLE)        ,DESODORANTES,PINO AROMATICO,N,ALTA,180,26,48,1.01,.25,1.26,1.3,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230124,443.00,20230128,840
00000305,,PINO AROMATICO AUTO NUEVO (NEW CAR)               ,DESODORANTES,PINO AROMATICO,S,ALTA,180,87,30,3.38,.85,4.23,0,0,0,739,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230130,480.00,20230201,840
00000306,,PINO AROMATICO CEREZA (WILD CHERRY)               ,DESODORANTES,PINO AROMATICO,S,SIN ROTACION,180,0,32,0,0,0,0,0,0,738,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230130,480.00,20230130,1345
00000307,,PINO AROMATICO PI A COLADA                        ,DESODORANTES,PINO AROMATICO,S,ALTA,180,35,19,1.36,.34,1.7,1.2,0,0,738,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230130,480.00,20230131,840
00000309,,PINO AROMATICO DURAZNO (PEACHY PEACH)             ,DESODORANTES,PINO AROMATICO,S,SIN ROTACION,180,0,14,0,0,0,2,0,0,739,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230130,480.00,20230131,1345
00000310,,PINO AROMATICO CHICLE (BUBBLE GUM)                ,DESODORANTES,PINO AROMATICO,S,SIN ROTACION,180,7,30,1,.25,1.25,1.4,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20220622,423.00,20230130,840
00000312,,PINO AROMATICO NIEBLA DEL BOSQUE (RAINFOREST MIST),DESODORANTES,PINO AROMATICO,S,SIN ROTACION,180,9,3,1,.25,1.25,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20230124,443.00,20230117,840
00000313,,PINO AROMATICO JAZMIN (JASMIN)                    ,DESODORANTES,PINO AROMATICO,S,SIN ROTACION,180,8,113,1,.25,1.25,.2,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20220614,443.00,20230123,584
00000317,,PINO AROMATICO CANELA MANZANA (CINNAMON APPLE)    ,DESODORANTES,PINO AROMATICO,N,SIN ROTACION,180,0,7,0,0,0,1.6,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,IMPORTADORA MOTORIX -CHILE S.A.,20230124,443.00,20230131,840
00000322,,PINO AROMATICO MA ANA FRESCA (MORNING FRESH)      ,DESODORANTES,PINO AROMATICO,N,SIN ROTACION,180,0,64,0,0,0,.1,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20230124,443.00,20221230,840
00000323,,AGOREX 60 1/32 120 CC                             ,PROD QUIMICOS,AGOREX,N,ALTA,180,15,18,1,.25,1.25,1.9,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20221007,1869,20230126,3118
00000324,,AGOREX 60 1/16 240CC                              ,PROD QUIMICOS,AGOREX,N,SIN ROTACION,180,10,7,1,.25,1.25,.6,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,ARTURO TRENTINI Y CIA.LTDA.,20221007,3385,20230131,5647
00000325,,AGOREX 60 1 LT                                    ,PROD QUIMICOS,AGOREX,S,SIN ROTACION,180,2,6,1,.25,1.25,.1,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20221007,8556,20230127,14261
00000326,,AGOREX 60 I GALON                                 ,PROD QUIMICOS,AGOREX,S,SIN ROTACION,180,1,3,1,.25,1.25,.1,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,ARTURO TRENTINI Y CIA.LTDA.,20220926,26925,20221108,44882
00000327,,CERA KIT 200 GRS                                  ,ART. ASEO ,KIT,N,SIN ROTACION,180,8,0,1,.25,1.25,0,0,1,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20191104,1729,20200924,3000
00000328,,CERA KIT SPRAY                                    ,ART. ASEO ,KIT,S,SIN ROTACION,180,10,7,1,.25,1.25,1.8,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20220526,2119,20230128,2718
00000329,,SILICONA KIT SPRAY                                ,ART. ASEO ,KIT,S,ALTA,180,174,34,6.77,1.69,8.46,4.8,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20220526,2119,20230131,3353
00000330,,RENOVADOR GOMA SPRAY KIT                          ,ART. ASEO ,KIT,S,ALTA,180,14,21,1,.25,1.25,.2,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20220526,2119,20230128,2747
00000331,,TERMINAL OJO C/F 5.3 MM AZUL                      ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,61,505,2.37,.59,2.96,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20220927,19,20230131,81
00000332,,TERMINAL OJO C/F 1/4 AZUL                         ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,62,362,2.41,.6,3.01,5.2,0,0,34,0,COM.HU Y TSAI LTDA.,,20210319,23,20230125,63
00000333,,TERMINAL OJO C/F 5/16 AZUL                        ,ELECTRICO,TERMINALES,S,ALTA,180,68,514,2.64,.66,3.3,3,0,0,37,0,COM.HU Y TSAI LTDA.,AVELLO E HIJOS LIMITADA,20210823,39,20230201,67
00000334,,TERMINAL OJO C/F 3/8 AZUL                         ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,25,262,1,.25,1.25,6.7,0,0,0,0,COM.HU Y TSAI LTDA.,,20220119,48,20230130,92
00000335,,TERMINAL OJO C/F 5.3 MM ROJO                      ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,140,209,5.44,1.36,6.8,1.3,0,0,26,0,COM.HU Y TSAI LTDA.,,20220119,22,20230127,45
00000336,,TERMINAL OJO C/F 1/4 ROJO                         ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,4,278,1,.25,1.25,6.1,0,0,34,0,COM.HU Y TSAI LTDA.,,20200928,20,20230119,63
00000337,,TERMINAL OJO C/F 5/16 ROJO                        ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,0,299,0,0,0,2.8,0,0,37,0,COM.HU Y TSAI LTDA.,,20190910,20,20230118,63
00000338,,TERMINAL OJO C/F 3/8 ROJO                         ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,0,42,0,0,0,3.3,0,0,0,0,COM.HU Y TSAI LTDA.,,20141016,26,20230118,76
00000339,,TERMINAL OJO C/F 5.3 MM AMBAR                     ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,64,239,2.49,.62,3.11,.6,0,0,0,0,COM.HU Y TSAI LTDA.,,20220730,54,20230131,118
00000340,,TERMINAL OJO C/F 1/4 AMBAR                        ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,66,248,2.57,.64,3.21,5.9,0,0,0,0,COM.HU Y TSAI LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20230106,71,20230201,151
00000341,,TERMINAL OJO C/F 5/16 AMBAR                       ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,57,41,2.22,.56,2.78,2.7,0,0,0,0,COM.HU Y TSAI LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20230106,90,20230107,151
00000342,,TERMINAL OJO C/F 3/8 AMBAR                        ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,96,349,3.73,.93,4.66,9,0,0,0,0,COM.HU Y TSAI LTDA.,,20220506,157,20230131,242
00000343,,TERMINAL OJO C/F 1/2 AMBAR                        ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,47,288,1.83,.46,2.29,0,0,0,0,0,COM.HU Y TSAI LTDA.,COM.HU Y TSAI LTDA.,20200928,63,20230126,76
00000344,,TERMINAL HORQ C/F 3.2 MM AZUL                     ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,191,0,0,0,.6,0,0,0,0,COM.HU Y TSAI LTDA.,,20180430,19,20230111,81
00000345,,TERMINAL HORQ C/F 3.2 MM ROJO                     ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,0,200,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20181120,12,20221207,36
00000346,,TERMINAL HORQ C/F 4.3 MM ROJO                     ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,8,120,1,.25,1.25,3.3,0,0,0,0,COM.HU Y TSAI LTDA.,,20180430,23,20230105,53
00000347,,TERMINAL HORQ C/F 4.3 MM AMBAR                    ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,20,400,1,.25,1.25,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20210811,28,20230111,67
00000348,,TERMINAL LUCAS C/F MACHO AZUL                     ,ELECTRICO,TERMINALES,S,ALTA,180,284,437,11.04,2.76,13.8,.1,0,0,0,0,COM.HU Y TSAI LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20230127,34,20230130,76
00000349,,TERMINAL LUCAS C/F HEMBRA AZUL                    ,ELECTRICO,TERMINALES,S,ALTA,180,462,1027,17.97,4.49,22.46,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20221210,68,20230131,80
00000350,,TERMINAL LUCAS C/F MACHO ROJO                     ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,26,181,1.01,.25,1.26,5.2,0,0,22,0,COM.HU Y TSAI LTDA.,,20210811,15,20230113,53
00000351,,TERMINAL LUCAS C/F HEMBRA ROJO                    ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,69,371,2.68,.67,3.35,8.9,0,0,0,0,COM.HU Y TSAI LTDA.,,20221210,60,20230125,118
00000352,,TERMINAL LUCAS C/F HEMBRA 3M AZUL                 ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,92,557,3.58,.9,4.48,7.4,0,0,0,0,COM.HU Y TSAI LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20230127,59,20230131,118
00000353,,TERMINAL LUCAS C/F MACHO 3M AZUL                  ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,57,657,2.22,.56,2.78,3.1,0,0,0,0,COM.HU Y TSAI LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20221209,68,20230117,134
00000354,,TERMINAL LUCAS C/F MACHO 3M AMBAR                 ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,2,900,1,.25,1.25,5.6,0,0,0,0,COM.HU Y TSAI LTDA.,,20210811,40,20230201,81
00000355,,TERMINAL LUCAS C/F HEMBRA 3M AMBAR                ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,74,319,2.88,.72,3.6,6.1,0,0,0,0,COM.HU Y TSAI LTDA.,,20220119,42,20230201,67
00000357,,TERMINAL LUCAS C/F MACHO 3M AMBAR                 ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20210811,21,20230131,67
00000358,,TERMINAL LUCAS C/F HEMBRA 3M AMBAR                ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,348,0,0,0,6.8,0,0,0,0,COM.HU Y TSAI LTDA.,,20220119,35,20230131,160
00000359,,TERMINAL BANANA C/F MACHO ROJO                    ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20190810,14,20221003,45
00000360,,TERMINAL BANANA C/F HEMBRA ROJO                   ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20191217,17,20230118,53
00000361,,TERMINAL BANANA C/F MACHO AZUL                    ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20220315,38,20230118,67
00000362,,TERMINAL BANANA C/F HEMBRA AZUL                   ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,100,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220511,51,20221230,92
00000364,,TERMINAL BANANA C/F HEMBRA AMBAR                  ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,190,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220119,37,20230118,76
00000365,,TERMINAL C/F UNION ROJO                           ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,22,221,1,.25,1.25,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20180328,16,20220926,81
00000366,,TERMINAL C/F UNION AZUL                           ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220730,32,20230130,72
00000367,,TERMINAL UNION CABLE AZUL                         ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,30,188,1.17,.29,1.46,.3,0,0,0,0,COM.HU Y TSAI LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20211202,76,20230118,134
00000368,,TERMINAL UNION CABLE AMBAR                        ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,200,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20110701,32,20221227,120
00000369,,TERMINAL LUCAS S/F HEMBRA MINI                    ,ELECTRICO,TERMINALES,S,ALTA,180,148,158,5.76,1.44,7.2,3.4,0,0,40,0,IMPORTADORA MOTORIX -CHILE S.A.,IMP.DE REPUESTOS BRASIL LTDA.,20230127,17,20230131,76
00000370,,TERMINAL LUCAS S/F HEMBRA                         ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,45,0,0,0,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,IMP.DE REPUESTOS BRASIL LTDA.,20230127,68,20230131,109
00000371,,TERMINAL LUCAS S/F C/TOPE HEMBRA                  ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,IMP.DE REPUESTOS BRASIL LTDA.,20230127,42,20221207,109
00000372,,TERMINAL LUCAS S/F MACHO                          ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,75,0,0,0,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20211123,80,20230112,121
00000374,,TERMINAL BANANA S/F MACHO                         ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,COM.HU Y TSAI LTDA.,20200306,12,20220427,42
00000375,,TERMINAL OJO S/F 4.3 MM                           ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,20,295,1,.25,1.25,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20211123,103,20221121,176
00000376,,TERMINAL OJO S/F 5.3 MM                           ,ELECTRICO,TERMINALES,S,SIN ROTACION,180,0,100,0,0,0,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20211123,131,20221215,197
00000379,,TERMINAL OJO S/F 3/8                              ,ELECTRICO,TERMINALES,N,SIN ROTACION,180,0,98,0,0,0,0,0,0,0,0,IMPORTADORA MOTORIX -CHILE S.A.,,20211123,257,20220407,429
00000383,,JGO DADOS TORX HEMBRA Y MACHO 21PZAS 4221 FORCE   ,FORCE,JUEGO DADOS ALLEN,S,SIN ROTACION,0,0,2,0,0,0,0,0,0,72119,0,VILLAR HNOS.S.A.,,20230114,72119,20230118,86577
00000384,,TERMINAL BAT C/ FLANCHE 18 MM DIESEL 5006         ,ELECTRICO,TERM BATERIA ,S,SIN ROTACION,0,0,16,8,2,10,4.1,0,0,2200,0,TAB SPA,,20230117,2200,20230130,3504
00000386,,TERMINAL BAT C/ FLANCHE 8 MM T/ JAPONES 5008      ,ELECTRICO,TERM BATERIA ,S,SIN ROTACION,0,0,0,3,.75,3.75,0,0,3,0,0,TAB SPA,IMP.DE REPUESTOS BRASIL LTDA.,20221102,1190,20230119,1992
00000387,,TERMINAL BAT CTE 13 MM 2 PERNO 5009               ,ELECTRICO,TERM BATERIA ,S,SIN ROTACION,0,0,0,2,.5,2.5,0,0,2,0,0,TAB SPA,,20211119,1368,20221222,2286
00000388,,TERMINAL BAT CTE 10 MM 2 PERNO 5003               ,ELECTRICO,TERM BATERIA ,N,SIN ROTACION,0,0,1,0,0,0,0,0,0,0,0,TAB SPA,,20211119,998,20230131,1664
00000391,,TERMINAL BAT CTE 13 MM 2 PERNO LAT SEMI DIESEL CAB,ELECTRICO,TERM BATERIA ,N,SIN ROTACION,0,0,-8,0,0,0,1.1,0,9,0,0,TAB SPA,,20211119,1699,20230112,2100
